Match_ID,Blue_Team,Red_Team,Blue_Missing_Smite,Red_Missing_Smite,Blue_Win_Probability_%,Red_Win_Probability_%,Primary_Deciding_Factor,Factor_Impact
657,"Malzahar, Kennen, Darius, Vayne, Kindred","Alistar, Cassiopeia, Lulu, Katarina, Taliyah",No,No,51.35,48.65,Red Draft Strength,7.18
658,"Malphite, Skarner, Pantheon, Singed, Camille","Shyvana, Rengar, Warwick, Darius, Tryndamere",No,No,16.48,83.52,Blue Counter-Pick Advantage,13.43
659,"Xin Zhao, Blitzcrank, Ekko, Soraka, Akali","Teemo, Elise, Bard, Kha'Zix, Cassiopeia",No,YES,87.63,12.37,Severe Tactical Spell Error,37.5
660,"Maokai, Jayce, Skarner, Urgot, Kha'Zix","Alistar, Rumble, Aatrox, Nasus, Morgana",No,No,49.79,50.21,Red Draft Strength,10.12
661,"LeBlanc, Ekko, Dr. Mundo, Udyr, Miss Fortune","Rammus, Aurelion Sol, Ezreal, Olaf, Anivia",No,No,65.76,34.24,Blue Counter-Pick Advantage,9.33
662,"Xerath, Veigar, Shen, Leona, Camille","Teemo, Galio, Zed, Shaco, Karma",No,No,61.42,38.58,Red Draft Strength,8.74
663,"Swain, Olaf, Malzahar, Vel'Koz, Zac","Varus, Darius, Annie, Fiddlesticks, Braum",No,No,84.68,15.32,Blue Counter-Pick Advantage,-16.44
664,"Lissandra, Graves, Miss Fortune, Riven, Darius","Trundle, Fizz, Soraka, Vayne, Caitlyn",No,No,47.91,52.09,Blue Team Synergy,5.71
665,"Rek'Sai, Urgot, Tryndamere, Vladimir, Nautilus","Karthus, Udyr, Kled, Amumu, Kayn",No,No,59.7,40.3,Blue Counter-Pick Advantage,9.75
666,"Gragas, Bard, Kindred, Zyra, Jinx","Talon, Tryndamere, Gangplank, Orianna, Xin Zhao",No,No,23.26,76.74,Blue Counter-Pick Advantage,7.33
667,"Twitch, Dr. Mundo, Urgot, Miss Fortune, LeBlanc","Leona, Hecarim, Zac, Kayn, Lulu",No,No,79.26,20.74,Blue Counter-Pick Advantage,-8.25
668,"Orianna, Kled, Teemo, Rammus, Master Yi","Annie, Lux, Swain, Kennen, Xin Zhao",No,No,60.73,39.27,Blue Counter-Pick Advantage,-3.33
669,"Jax, Kassadin, Fizz, Shaco, Brand","Lissandra, Taric, Kog'Maw, Twitch, Elise",No,No,28.37,71.63,Blue Counter-Pick Advantage,5.62
670,"Gnar, Kha'Zix, Vayne, Taliyah, Taric","Veigar, Soraka, Jarvan IV, Elise, Jinx",No,No,45.35,54.65,Blue Counter-Pick Advantage,4.61
671,"Maokai, Leona, Azir, Talon, Quinn","Gangplank, Soraka, Sejuani, Taliyah, Kha'Zix",No,No,47.52,52.48,Blue Draft Strength,-9.13
672,"Garen, Nami, Renekton, None, Sion","Diana, Cassiopeia, Zilean, Blitzcrank, Lulu",No,No,41.28,58.72,Blue Draft Strength,3.83
673,"Wukong, Janna, Tristana, Aurelion Sol, Cassiopeia","Singed, Varus, Garen, Shaco, Braum",No,No,46.34,53.66,Blue Draft Strength,4.83
674,"Udyr, Wukong, Kalista, Annie, Ziggs","Braum, Malzahar, Elise, Yasuo, Alistar",No,No,77.22,22.78,Blue Draft Strength,-7.28
675,"Warwick, Ziggs, Nautilus, Zed, Akali","Karma, Ryze, Poppy, Swain, Kennen",YES,No,30.52,69.48,Severe Tactical Spell Error,-37.5
676,"Malzahar, Varus, Taliyah, Nami, Katarina","Rumble, Illaoi, Irelia, Jayce, Ivern",No,No,35.2,64.8,Red Draft Strength,20.1
677,"Karthus, Tryndamere, Maokai, Tristana, Fizz","Kayle, Vayne, Jayce, Fiora, Tahm Kench",No,No,71.8,28.2,Blue Team Synergy,-8.54
678,"Fiora, Skarner, Katarina, Sejuani, Miss Fortune","Lucian, Aatrox, Aurelion Sol, Yorick, Volibear",No,No,46.11,53.89,Red Draft Strength,8.83
679,"Rumble, Ezreal, Lux, Garen, Morgana","Orianna, Bard, Katarina, Twisted Fate, Karma",No,No,39.53,60.47,Blue Team Synergy,7.14
680,"Gragas, Aurelion Sol, Vladimir, Galio, Ivern","Irelia, Draven, LeBlanc, Karma, Yorick",YES,No,4.3,95.7,Severe Tactical Spell Error,-37.5
681,"Syndra, Cassiopeia, Wukong, Zac, Braum","Hecarim, Viktor, Lissandra, Gangplank, Corki",No,No,16.06,83.94,Red Draft Strength,26.11
682,"Taliyah, Xerath, Morgana, Bard, Orianna","Zed, Ziggs, Aurelion Sol, Jax, Diana",No,No,30.45,69.55,Red Team Synergy,-10.94
683,"Nidalee, Rakan, Ekko, Tristana, Warwick","Garen, Amumu, Corki, Azir, Skarner",No,No,39.25,60.75,Red Draft Strength,19.17
684,"Morgana, Ziggs, Fiddlesticks, Amumu, Nami","Lucian, Maokai, Quinn, Shyvana, Ashe",No,No,61.03,38.97,Blue Team Synergy,-8.23
685,"Vi, Ashe, Rek'Sai, Zyra, Renekton","Viktor, Karma, Gangplank, Bard, Malphite",No,No,50.13,49.87,Red Draft Strength,19.14
686,"Azir, Morgana, Thresh, Janna, Alistar","Nidalee, Gragas, Kayle, Vayne, Jax",No,No,16.59,83.41,Blue Team Synergy,8.39
687,"Bard, Rek'Sai, Lucian, Nautilus, Blitzcrank","Twitch, Shyvana, Lulu, Nocturne, Tryndamere",No,No,20.13,79.87,Blue Counter-Pick Advantage,17.77
688,"Udyr, Soraka, Xerath, Rammus, Nautilus","Twitch, Riven, Corki, Ziggs, Azir",No,No,78.96,21.04,Blue Counter-Pick Advantage,-25.55
689,"Kha'Zix, Zed, Ekko, Singed, Aurelion Sol","Nami, Karma, Nocturne, Fiddlesticks, Dr. Mundo",No,No,56.96,43.04,Blue Counter-Pick Advantage,-14.61
690,"Kalista, Maokai, Jarvan IV, Zilean, Twisted Fate","Kayn, Olaf, Gragas, Hecarim, Anivia",No,No,63.34,36.66,Red Team Synergy,-2.75
691,"Sivir, Thresh, Master Yi, Jax, Nocturne","Shyvana, Sona, Rek'Sai, Caitlyn, Karthus",No,No,55.7,44.3,Blue Draft Strength,1.9
692,"Olaf, Cho'Gath, Kennen, Ashe, Caitlyn","Nunu, Zyra, Sona, Zac, Akali",No,No,16.92,83.08,Blue Counter-Pick Advantage,12.89
693,"Hecarim, Katarina, Talon, Poppy, Malzahar","Ashe, Alistar, Sona, Udyr, Azir",YES,No,36.43,63.57,Severe Tactical Spell Error,-37.5
694,"Sion, Warwick, LeBlanc, Ashe, Malzahar","Kennen, Poppy, Tryndamere, Rakan, Annie",No,No,63.08,36.92,Red Draft Strength,7.79
695,"Sion, Maokai, Nasus, Rumble, Xayah","Vayne, Katarina, Sona, Graves, Twisted Fate",No,No,14.69,85.31,Red Team Synergy,9.79
696,"Fiddlesticks, Jax, Morgana, Ornn, Blitzcrank","Jhin, Zac, Singed, Swain, Illaoi",No,No,11.7,88.3,Blue Counter-Pick Advantage,17.32
697,"Katarina, Akali, Orianna, Janna, Cassiopeia","Graves, Bard, Blitzcrank, Kayle, Vladimir",No,No,77.83,22.17,Blue Counter-Pick Advantage,-13.96
698,"Janna, Kled, Sejuani, Shaco, Nautilus","Wukong, Vayne, Jax, Alistar, Rengar",No,No,57.61,42.39,Blue Counter-Pick Advantage,-6.81
699,"Yasuo, Morgana, Lux, Evelynn, Rumble","Sejuani, Cassiopeia, Aatrox, Zilean, Garen",No,No,14.46,85.54,Red Draft Strength,9.39
700,"Rumble, Jinx, Hecarim, Karthus, Zyra","Ornn, Twitch, Volibear, Mordekaiser, Lulu",No,No,50.09,49.91,Red Team Synergy,-10.3
701,"Malphite, Ornn, Caitlyn, Cho'Gath, Skarner","Vladimir, Trundle, Lux, Dr. Mundo, Olaf",No,YES,81.29,18.71,Severe Tactical Spell Error,37.5
702,"Thresh, Riven, Karthus, Wukong, Kayle","Elise, Anivia, Gragas, Garen, Ashe",No,No,74.21,25.79,Blue Team Synergy,-6.96
703,"Taric, Heimerdinger, Darius, Aatrox, Diana","Cho'Gath, Jhin, Lux, Amumu, Hecarim",No,No,43.41,56.59,Blue Team Synergy,12.11
704,"Lulu, Jax, Jayce, Maokai, Wukong","Riven, Anivia, Bard, Nautilus, Taliyah",No,No,63.07,36.93,Blue Counter-Pick Advantage,-11.85
705,"Yasuo, Illaoi, Rek'Sai, Jhin, Heimerdinger","Warwick, Xin Zhao, Nami, Singed, Graves",No,No,14.46,85.54,Blue Counter-Pick Advantage,23.81
706,"Kha'Zix, Orianna, Ryze, Akali, Thresh","Udyr, Skarner, Yasuo, Zilean, Lissandra",YES,No,3.43,96.57,Severe Tactical Spell Error,-37.5
707,"Sona, Kog'Maw, Varus, Zac, Warwick","Trundle, Garen, Karthus, Lulu, Anivia",No,No,50.1,49.9,Red Team Synergy,6.61
708,"Hecarim, Urgot, Corki, Sivir, Yorick","Quinn, Ashe, Caitlyn, Tahm Kench, Syndra",No,No,79.73,20.27,Blue Counter-Pick Advantage,-16.93
709,"Taliyah, Shyvana, Lucian, Gragas, Rakan","Amumu, Kayle, Cho'Gath, Kindred, Kennen",No,No,59.45,40.55,Red Team Synergy,-12.99
710,"Corki, Xin Zhao, Trundle, Orianna, Diana","Nautilus, Elise, Gnar, Jax, LeBlanc",YES,No,30.62,69.38,Severe Tactical Spell Error,-37.5
711,"Syndra, Kayn, Malphite, Garen, Kayle","Cassiopeia, Gragas, Braum, Tahm Kench, Thresh",No,No,73.91,26.09,Blue Counter-Pick Advantage,-6.95
712,"Orianna, Zed, Leona, Pantheon, Akali","Sejuani, Trundle, Shyvana, Thresh, Hecarim",No,No,43.39,56.61,Blue Team Synergy,3.56
713,"Jinx, Fiora, Ryze, Camille, Swain","Fizz, Kayle, Kindred, Draven, Anivia",No,YES,44.84,55.16,Severe Tactical Spell Error,37.5
714,"Leona, Draven, Xin Zhao, Rumble, Kayle","Aurelion Sol, Kalista, Sivir, Syndra, Kennen",YES,No,27.88,72.12,Severe Tactical Spell Error,-37.5
715,"Lux, Singed, Ryze, Brand, Sona","Swain, Udyr, Talon, Darius, Trundle",No,No,34.88,65.12,Red Draft Strength,7.87
716,"Rumble, Sivir, Illaoi, Jax, Xerath","Ekko, Kayn, Ziggs, Tristana, Evelynn",No,No,71.35,28.65,Red Team Synergy,-5.79
717,"Yorick, Lissandra, Syndra, Heimerdinger, Udyr","Warwick, Thresh, Kayn, Twisted Fate, Kalista",No,No,82.7,17.3,Blue Draft Strength,-16.1
718,"Irelia, Ekko, Urgot, Jax, Kog'Maw","Pantheon, Kennen, Kindred, Jhin, Amumu",No,No,60.62,39.38,Blue Team Synergy,7.23
719,"Ziggs, Lulu, Jarvan IV, Jax, Soraka","None, Evelynn, Kalista, Poppy, Katarina",YES,No,45.15,54.85,Severe Tactical Spell Error,-37.5
720,"Ryze, Braum, Morgana, Ornn, Annie","Kha'Zix, Yasuo, Janna, Talon, Elise",No,No,12.88,87.12,Blue Counter-Pick Advantage,20.31
721,"Fizz, Jax, Braum, Zilean, Fiddlesticks","Maokai, Twitch, Bard, Fiora, Nocturne",No,No,35.54,64.46,Blue Draft Strength,-4.88
722,"Sejuani, Caitlyn, Kha'Zix, Diana, Ashe","Varus, Kog'Maw, Dr. Mundo, Veigar, Kennen",No,No,58.42,41.58,Red Draft Strength,8.57
723,"LeBlanc, Kha'Zix, Jayce, Kassadin, Nocturne","Soraka, Lucian, Quinn, Viktor, Fizz",No,No,64.4,35.6,Blue Draft Strength,-10.98
724,"Karma, Cho'Gath, Bard, Dr. Mundo, Zilean","Pantheon, Morgana, Alistar, Volibear, Anivia",No,No,31.1,68.9,Blue Counter-Pick Advantage,14.54
725,"Shyvana, Kalista, Udyr, Master Yi, Kindred","Amumu, Azir, Skarner, Jax, Zyra",No,No,44.35,55.65,Red Team Synergy,-21.39
726,"Lux, Kayle, Nautilus, Ashe, Warwick","Kassadin, Fiddlesticks, Annie, Zac, Rek'Sai",No,No,60.96,39.04,Red Draft Strength,11.96
727,"Ekko, Renekton, Nocturne, Vladimir, Ivern","Kog'Maw, Taliyah, Alistar, Xin Zhao, Irelia",No,No,54.23,45.77,Blue Draft Strength,-8.38
728,"Shen, Sejuani, Syndra, Zac, Urgot","Ezreal, Cho'Gath, Lux, Rengar, Aatrox",No,No,26.83,73.17,Red Draft Strength,10.24
729,"Sejuani, Diana, Rengar, Twisted Fate, Varus","Shyvana, Draven, Talon, Kog'Maw, Bard",No,No,54.3,45.7,Blue Draft Strength,-4.01
730,"Ashe, Lee Sin, Fiddlesticks, Karthus, Volibear","Rumble, Ezreal, Lulu, Ivern, Trundle",No,No,77.36,22.64,Red Draft Strength,12.54
731,"LeBlanc, Shaco, Alistar, Elise, Lissandra","Tryndamere, Singed, Blitzcrank, Nocturne, Aatrox",No,No,20.25,79.75,Blue Draft Strength,-11.55
732,"Sejuani, Miss Fortune, Katarina, Kayle, Soraka","Ezreal, Kennen, Draven, Renekton, Zac",No,No,73.4,26.6,Blue Counter-Pick Advantage,-14.72
733,"Fiddlesticks, Malzahar, Zac, Graves, Corki","Garen, Yasuo, Kled, Vi, Azir",No,YES,76.11,23.89,Severe Tactical Spell Error,37.5
734,"Nasus, Poppy, Udyr, Azir, Karma","Singed, Ryze, Ziggs, Kayle, Brand",No,No,15.52,84.48,Red Draft Strength,14.88
735,"Heimerdinger, Nami, Aatrox, Janna, Pantheon","Caitlyn, Swain, Shen, Rumble, Evelynn",No,No,58.02,41.98,Blue Counter-Pick Advantage,-11.15
736,"Akali, Lee Sin, Vi, Fiora, Syndra","Rammus, Fizz, Jarvan IV, Rumble, Yorick",No,No,16.63,83.37,Red Team Synergy,10.63
737,"Singed, Hecarim, Kindred, Sejuani, Kayle","Yasuo, Kennen, Blitzcrank, Zyra, Xin Zhao",YES,No,56.75,43.25,Severe Tactical Spell Error,-37.5
738,"Zyra, Fiddlesticks, Malphite, Tryndamere, Talon","Gangplank, Vi, Ornn, Gnar, Rek'Sai",No,No,80.79,19.21,Blue Counter-Pick Advantage,-20.32
739,"Nocturne, Morgana, Jayce, Renekton, Janna","Kassadin, Fizz, Ahri, Trundle, Warwick",No,No,63.77,36.23,Blue Team Synergy,-4.33
740,"Blitzcrank, Talon, Syndra, Lulu, Rakan","Quinn, Irelia, Vi, Malphite, Shaco",No,No,33.61,66.39,Red Draft Strength,7.06
741,"Shaco, Ezreal, Darius, Lux, Master Yi","Anivia, Malphite, Vladimir, Sona, Camille",No,No,27.28,72.72,Blue Team Synergy,5.33
742,"Lucian, Anivia, Diana, Camille, Nasus","Viktor, Garen, Vladimir, Ivern, Xayah",No,No,58.57,41.43,Red Draft Strength,7.07
743,"Sona, Bard, Blitzcrank, Olaf, Trundle","Karthus, Poppy, Talon, Orianna, Taliyah",No,No,23.46,76.54,Red Draft Strength,17.86
744,"Fiddlesticks, Graves, Akali, Ryze, Heimerdinger","Gragas, Kalista, Evelynn, Hecarim, Fiora",No,No,33.83,66.17,Blue Draft Strength,-14.81
745,"Diana, Ekko, Shen, Gnar, Thresh","Lee Sin, Nami, Singed, Xerath, Malphite",No,No,30.17,69.83,Blue Team Synergy,3.9
746,"Sona, Kassadin, Kha'Zix, Nautilus, Xerath","Garen, Azir, Illaoi, Vel'Koz, Gnar",No,No,80.61,19.39,Blue Counter-Pick Advantage,-17.48
747,"Janna, Annie, Ashe, Udyr, Ziggs","Ahri, Graves, Tahm Kench, Twitch, Kennen",No,No,26.45,73.55,Red Draft Strength,7.25
748,"Vi, Alistar, Shyvana, Skarner, Diana","Renekton, Yorick, Zyra, None, Kayle",YES,No,11.92,88.08,Severe Tactical Spell Error,-37.5
749,"Cho'Gath, Olaf, Jax, Graves, Jarvan IV","Jayce, Varus, Sejuani, Hecarim, Nami",No,No,14.9,85.1,Red Team Synergy,12.46
750,"Ornn, Gnar, Orianna, Kayle, Udyr","Bard, Akali, Brand, Leona, Trundle",No,No,15.6,84.4,Blue Team Synergy,13.1
751,"Ahri, Aurelion Sol, Kindred, Evelynn, Bard","Camille, Nasus, Zed, Vayne, Yorick",No,No,39.39,60.61,Blue Counter-Pick Advantage,10.01
752,"Irelia, Kennen, Elise, Amumu, Vayne","LeBlanc, Zed, Illaoi, Ekko, Skarner",No,No,40.27,59.73,Red Draft Strength,13.34
753,"Janna, Skarner, Lee Sin, Cassiopeia, Lucian","Soraka, Kog'Maw, Tristana, Ezreal, Caitlyn",No,No,51.94,48.06,Red Draft Strength,-3.68
754,"Anivia, Taliyah, Olaf, Kayn, Volibear","Xerath, LeBlanc, Jarvan IV, Vi, Rumble",No,No,30.75,69.25,Red Draft Strength,6.48
755,"Vladimir, Draven, Akali, Viktor, Kassadin","Karthus, Talon, Rek'Sai, Caitlyn, Hecarim",No,No,40.01,59.99,Blue Team Synergy,12.67
756,"Shyvana, Ashe, Lee Sin, Kassadin, Orianna","Ivern, Kayle, Tahm Kench, Pantheon, Xerath",YES,No,17.51,82.49,Severe Tactical Spell Error,-37.5
757,"Alistar, Zyra, Malzahar, Shaco, Talon","Volibear, Zac, Leona, Taliyah, Nasus",YES,No,13.81,86.19,Severe Tactical Spell Error,-37.5
758,"Syndra, Rakan, Trundle, Urgot, Sejuani","Vladimir, Zilean, Fiora, Tristana, LeBlanc",No,YES,76.19,23.81,Severe Tactical Spell Error,37.5
759,"Kled, Lux, Jayce, Caitlyn, Jax","Nasus, Xerath, Graves, Tristana, Miss Fortune",No,YES,85.39,14.61,Severe Tactical Spell Error,37.5
760,"Nidalee, Rammus, Lucian, Volibear, Braum","Wukong, Hecarim, Trundle, Ivern, Garen",No,YES,94.87,5.13,Severe Tactical Spell Error,37.5
761,"Karthus, Nocturne, Vi, Shen, Kha'Zix","Rumble, Kayn, Orianna, Lux, Anivia",No,No,80.84,19.16,Blue Draft Strength,-7.06
762,"Katarina, Lulu, Zyra, Zed, Rammus","Pantheon, Vi, Jax, Quinn, Nidalee",No,No,41.96,58.04,Red Draft Strength,7.68
763,"Vel'Koz, Vladimir, Warwick, Gnar, Nami","Bard, Morgana, Urgot, LeBlanc, Syndra",No,No,62.18,37.82,Red Draft Strength,17.26
764,"Fizz, Varus, Aatrox, Zed, Ahri","Vel'Koz, Karthus, Malphite, Viktor, Cassiopeia",No,No,86.5,13.5,Red Team Synergy,-18.45
765,"Kassadin, Ashe, Darius, Mordekaiser, Morgana","Kennen, Xin Zhao, Veigar, Nasus, Soraka",YES,No,13.87,86.13,Severe Tactical Spell Error,-37.5
766,"Zyra, Morgana, Kayle, Fiora, Quinn","Nasus, Nunu, Rengar, Kha'Zix, Cho'Gath",No,No,72.25,27.75,Blue Draft Strength,-5.7
767,"Xayah, Singed, Rakan, Gnar, Ornn","Brand, Zed, Xerath, Katarina, Twisted Fate",No,No,19.66,80.34,Blue Counter-Pick Advantage,11.33
768,"Illaoi, Akali, Swain, Annie, Nami","Draven, Nautilus, Yasuo, Rammus, Katarina",No,No,55.15,44.85,Blue Team Synergy,-6.09
769,"Pantheon, Diana, Nunu, Kalista, Lee Sin","Sion, Rumble, Shen, Aatrox, Urgot",No,YES,95.94,4.06,Severe Tactical Spell Error,37.5
770,"Ekko, Shyvana, Irelia, Ahri, Aurelion Sol","Garen, Teemo, Xin Zhao, Rengar, Syndra",No,No,22.97,77.03,Red Draft Strength,5.47
771,"Swain, Tryndamere, Vi, Tahm Kench, Kassadin","Teemo, Lucian, Gangplank, Camille, Kha'Zix",No,No,79.3,20.7,Red Team Synergy,-10.03
772,"Amumu, Jayce, Udyr, Orianna, Darius","Swain, Nunu, Quinn, Kalista, Nami",No,No,22.92,77.08,Red Draft Strength,9.79
773,"Morgana, Singed, Vel'Koz, Katarina, Braum","Jarvan IV, Jayce, Kayn, Leona, Gragas",No,No,59.53,40.47,Red Draft Strength,-2.96
774,"Urgot, Aurelion Sol, Kassadin, Kalista, Akali","Zed, Rammus, Riven, Draven, Braum",No,No,48.01,51.99,Blue Draft Strength,-7.67
775,"Skarner, None, Zed, Sion, Twitch","Olaf, Caitlyn, Yasuo, Quinn, Dr. Mundo",No,No,73.52,26.48,Blue Counter-Pick Advantage,-16.35
776,"Vladimir, Sion, Gangplank, Karthus, Viktor","Lissandra, Amumu, Ahri, Braum, Gragas",No,No,72.48,27.52,Blue Draft Strength,-10.78
777,"Anivia, Evelynn, Talon, Nami, Veigar","Karma, Cassiopeia, Leona, Blitzcrank, Pantheon",No,No,39.54,60.46,Blue Team Synergy,11.52
778,"Urgot, None, Maokai, Taliyah, Anivia","Thresh, Graves, Kalista, Yorick, Morgana",YES,No,22.22,77.78,Severe Tactical Spell Error,-37.5
779,"Braum, Nasus, Brand, Pantheon, Singed","Janna, Rumble, Darius, Fiora, Nidalee",No,No,75.58,24.42,Blue Team Synergy,-15.59
780,"Rengar, Lux, Viktor, Diana, Xerath","Tryndamere, Sona, Aatrox, Warwick, Zac",YES,YES,12.72,87.28,Blue Counter-Pick Advantage,21.68
781,"Shen, Elise, Corki, Riven, Urgot","Warwick, Karthus, Malzahar, Kayn, Ashe",No,No,64.05,35.95,Blue Draft Strength,-12.79
782,"Heimerdinger, Malzahar, Tahm Kench, Swain, Ezreal","Ornn, Nocturne, Zed, Ziggs, Sion",No,No,71.4,28.6,Blue Draft Strength,-10.93
783,"Syndra, Mordekaiser, Lulu, Anivia, Yorick","Volibear, Vi, Gragas, Shaco, Lee Sin",No,No,69.57,30.43,Blue Counter-Pick Advantage,-13.13
784,"Gangplank, Sion, Rek'Sai, Darius, Dr. Mundo","Katarina, Vi, Taric, Evelynn, Malphite",No,No,15.34,84.66,Blue Counter-Pick Advantage,16.8
785,"Sion, Miss Fortune, Azir, Renekton, Kalista","Morgana, Xerath, Taric, Quinn, Rumble",No,No,39.62,60.38,Blue Counter-Pick Advantage,12.83
786,"Malzahar, Cho'Gath, Gnar, Vi, Xin Zhao","Mordekaiser, Ekko, Caitlyn, Yasuo, Vel'Koz",No,No,80.51,19.49,Blue Counter-Pick Advantage,-14.12
787,"Illaoi, Jinx, Fizz, Ashe, Nidalee","Blitzcrank, Rengar, Gragas, Jhin, Zac",No,No,59.81,40.19,Blue Draft Strength,-6.84
788,"Nidalee, Syndra, Vel'Koz, Evelynn, Taric","Anivia, Thresh, Yasuo, Sona, Renekton",No,No,53.8,46.2,Blue Draft Strength,-10.17
789,"Varus, Diana, Evelynn, Blitzcrank, Caitlyn","Elise, Hecarim, Amumu, Darius, Nunu",No,No,16.72,83.28,Blue Team Synergy,7.94
790,"Rammus, Vi, Sivir, Shaco, Zac","Nunu, Malphite, Blitzcrank, Taric, Jarvan IV",No,No,28.27,71.73,Blue Team Synergy,10.51
791,"Shaco, Rek'Sai, Azir, Sivir, Viktor","Sona, Ashe, Bard, Vayne, Shyvana",No,No,21.25,78.75,Blue Team Synergy,13.79
792,"Katarina, Vladimir, Syndra, Shen, Tahm Kench","Ahri, Tryndamere, Darius, Urgot, Sivir",No,No,19.08,80.92,Blue Counter-Pick Advantage,15.13
793,"Shaco, Yorick, Fiora, Blitzcrank, Nocturne","Kayle, Cassiopeia, Darius, Lucian, Ashe",No,No,86.33,13.67,Blue Team Synergy,-9.4
794,"Thresh, Blitzcrank, Alistar, Cassiopeia, Hecarim","Heimerdinger, Xin Zhao, Nautilus, Shaco, Sivir",YES,No,3.4,96.6,Severe Tactical Spell Error,-37.5
795,"Rek'Sai, Udyr, Fiora, Lux, Ziggs","Fizz, Lissandra, Xayah, Rumble, Vayne",No,No,81.85,18.15,Red Team Synergy,-8.64
796,"Graves, Evelynn, Yasuo, Sivir, Swain","Syndra, Ornn, Garen, Draven, Skarner",No,No,22.29,77.71,Red Draft Strength,17.01
797,"Dr. Mundo, Xin Zhao, Anivia, Irelia, Yorick","Amumu, Urgot, Vladimir, Kayn, Vel'Koz",No,No,75.65,24.35,Red Team Synergy,-4.62
798,"Karma, Janna, Fiddlesticks, Rakan, Orianna","Teemo, Jhin, Swain, Nami, Rek'Sai",No,YES,53.6,46.4,Severe Tactical Spell Error,37.5
799,"Lux, Katarina, Fiddlesticks, Anivia, Viktor","Quinn, Twitch, Nami, Tahm Kench, Aatrox",No,No,18.53,81.47,Red Draft Strength,9.59
800,"Irelia, Ezreal, Lulu, Vladimir, Varus","Quinn, None, Olaf, Zed, Braum",No,No,56.94,43.06,Blue Team Synergy,5.44
801,"Kalista, Shen, Gragas, Ziggs, Lux","Graves, Kennen, Gnar, Fiddlesticks, Vel'Koz",No,No,59.37,40.63,Red Draft Strength,13.9
802,"Garen, Taric, Leona, Vladimir, Kog'Maw","Pantheon, Malphite, Dr. Mundo, Nocturne, Fizz",No,No,66.15,33.85,Red Draft Strength,6.77
803,"Tryndamere, Ivern, LeBlanc, Zilean, Wukong","Fiddlesticks, Xerath, Rammus, Malphite, Vel'Koz",No,YES,86.22,13.78,Severe Tactical Spell Error,37.5
804,"Kennen, Alistar, Aurelion Sol, Poppy, Kayn","None, Sejuani, Singed, Karthus, Fizz",YES,YES,31.5,68.5,Red Team Synergy,10.21
805,"Kindred, Renekton, Lulu, Karma, Viktor","Thresh, Rumble, Illaoi, Janna, Tristana",No,No,19.11,80.89,Blue Team Synergy,18.15
806,"Rammus, Malphite, Fiora, Graves, Tristana","Ahri, Skarner, Rumble, Urgot, Jax",No,No,37.28,62.72,Red Draft Strength,6.17
807,"Ekko, Lux, Twisted Fate, Janna, Kassadin","Sona, Kayn, Aatrox, Poppy, Orianna",No,No,65.49,34.51,Red Team Synergy,-6.12
808,"Nautilus, Sivir, Kassadin, Annie, Jarvan IV","Malphite, Yorick, Jhin, Lee Sin, Zed",No,No,59.66,40.34,Blue Draft Strength,-3.5
809,"Zed, Jinx, Kayn, Jhin, Poppy","Kalista, Irelia, Katarina, Darius, Aurelion Sol",YES,No,6.97,93.03,Severe Tactical Spell Error,-37.5
810,"Amumu, Yorick, Elise, Kayle, Ryze","Warwick, Master Yi, Tristana, Syndra, Singed",No,No,64.03,35.97,Blue Draft Strength,-13.32
811,"Cho'Gath, Sejuani, Gragas, Varus, Kindred","Viktor, Twitch, Twisted Fate, Morgana, Karma",No,No,70.63,29.37,Red Team Synergy,-10.21
812,"Rek'Sai, Malzahar, Garen, Sona, Kled","Fiora, Aatrox, Teemo, Lulu, Lissandra",No,No,59.92,40.08,Blue Team Synergy,-12.17
813,"Vi, Pantheon, Shen, Nautilus, Sion","Jhin, Swain, Ziggs, Cassiopeia, Poppy",No,No,30.87,69.13,Red Draft Strength,9.33
814,"Kalista, Akali, Jax, Rumble, Dr. Mundo","Kled, Ashe, Urgot, Azir, Lux",YES,No,55.32,44.68,Severe Tactical Spell Error,-37.5
815,"Braum, Hecarim, Vel'Koz, Annie, Orianna","Thresh, Rengar, Jhin, Soraka, Azir",No,No,73.21,26.79,Red Team Synergy,-10.12
816,"Talon, Thresh, Graves, Ryze, Vi","Annie, Poppy, Caitlyn, Kayle, Xerath",No,No,56.82,43.18,Blue Draft Strength,-11.7
817,"Draven, Mordekaiser, Ziggs, Kennen, Urgot","Jax, Karma, Alistar, Twitch, Shyvana",No,YES,75.67,24.33,Severe Tactical Spell Error,37.5
818,"Aatrox, Singed, Sona, Xerath, Twisted Fate","Xin Zhao, Shaco, Vi, Ahri, Malzahar",No,No,41.21,58.79,Blue Team Synergy,8.33
819,"Rammus, Katarina, Ekko, Poppy, Kennen","Volibear, Sivir, Sejuani, Kassadin, Camille",No,No,41.99,58.01,Blue Draft Strength,-7.09
820,"Shaco, Shen, Nautilus, Fiora, Nunu","Warwick, Zed, Maokai, Gragas, Diana",No,No,34.93,65.07,Blue Draft Strength,-9.47
821,"Orianna, Syndra, Kalista, Evelynn, Riven","Bard, Amumu, Taric, Anivia, Renekton",YES,No,11.41,88.59,Severe Tactical Spell Error,-37.5
822,"Ekko, Zilean, Sona, Brand, Tryndamere","Heimerdinger, Ryze, Tristana, Taric, Illaoi",No,No,76.45,23.55,Blue Team Synergy,-14.09
